parent_asin,brand,price,avg_rating,review_count,price_range,expected_rating,rating_residual,review_bucket
B01ENZLE16,Freetress,6.99,5.0,1,5-10,4.168632566477152,0.831367433522848,"(0, 5]"
B0B3WTNQMP,LUSCO,9.99,3.5,7,5-10,4.169502761484131,-0.6695027614841313,"(5, 10]"
B07GX4PJ7S,Hot and Hotter,59.99,4.1,158,50-100,4.1840060116004665,-0.08400601160046683,"(100, 500]"
B07PDTBJ3C,Maison Francis Kurkdjian,17.99,4.3,41,10-20,4.171823281502745,0.12817671849725443,"(20, 50]"
B078YX5GG3,Gilchrist & Soames,32.95,3.8,6,20-50,4.176162653937553,-0.3761626539375529,"(5, 10]"
B00Q7NJ9A6,Rene of Paris,94.0,2.7,4,50-100,4.193871122329598,-1.4938711223295975,"(0, 5]"
B00E2S00ME,Josie Maran,34.97,4.5,64,20-50,4.176748585242253,0.3232514147577472,"(50, 100]"
B06XPVXY3T,Chris Christensen,15.99,4.4,38,10-20,4.171243151498092,0.22875684850190847,"(20, 50]"
B01N0UHR9F,Stay-Matte,39.95,5.0,3,20-50,4.17819310895384,0.82180689104616,"(0, 5]"
B096Q7WZDX,Kleancolor,8.5,5.0,1,5-10,4.1690705646306645,0.8309294353693355,"(0, 5]"
B00T9NSPH4,Essence,8.99,3.8,11,5-10,4.169212696481805,-0.36921269648180477,"(10, 20]"
B06XCVC7FL,Bath & Body Works,10.99,4.4,17,10-20,4.169792826486458,0.23020717351354225,"(10, 20]"
B09RQC8J7T,Australian Botanical Soap,52.02,4.7,15,50-100,4.181694193531923,0.518305806468077,"(10, 20]"
B06XSDH6VF,Flyusa,7.98,2.1,2,5-10,4.168919730829455,-2.0689197308294554,"(0, 5]"
B086N3KP81,Greenwich Bay Trading Company,19.99,5.0,1,10-20,4.172403411507399,0.8275965884926011,"(0, 5]"
B0BP8DXTD6,Tom Ford,85.93,5.0,1,50-100,4.1915302977608215,0.8084697022391785,"(0, 5]"
B00XYN28E6,Bargz,9.99,4.0,30,5-10,4.169502761484131,-0.16950276148413135,"(20, 50]"
B0BDS43R77,AXE,88.61,4.5,130,50-100,4.192307671967057,0.30769232803294333,"(100, 500]"
B09PNRY7WP,Barefoot Venus,11.99,4.5,26,10-20,4.170082891488785,0.32991710851121514,"(20, 50]"
B06XQFYVS8,Moira,12.99,3.9,9,10-20,4.170372956491112,-0.2703729564911117,"(5, 10]"
B01IA961XC,White Rain,9.54,5.0,2,5-10,4.169372232233084,0.8306277677669156,"(0, 5]"
B00NFUEOIG,Organic Root (ORS),14.99,4.9,26,10-20,4.170953086495765,0.7290469135042352,"(20, 50]"
B07YFRD9ZH,LUOTIVON,4.39,4.0,545,0-5,4.167878397471102,-0.16787839747110223,"(500, 10000]"
B08HMBD7HQ,Estee Lauder,129.99,4.7,164,100-200,4.204310561763336,0.49568943823666434,"(100, 500]"
B00GN0D9YU,L'Oreal Paris,5.99,1.0,1,5-10,4.168342501474825,-3.168342501474825,"(0, 5]"
B01BNHLSDQ,Je T'aime,16.0,4.0,576,10-20,4.171246052148115,-0.17124605214811517,"(500, 10000]"
B01C4F5FK8,Gnews,3.98,3.8,10,0-5,4.167759470820148,-0.3677594708201486,"(5, 10]"
B09BLKD7FC,Varisi,7.01,4.2,936,5-10,4.1686383677771985,0.03136163222280164,"(500, 10000]"
B00NVQHLTS,Luster's,12.99,4.5,5,10-20,4.170372956491112,0.3296270435088884,"(0, 5]"
B07T15LBGZ,Minimo Bath & Body,26.95,4.1,163,20-50,4.174422263923592,-0.07442226392359252,"(100, 500]"
B003VC6V7K,Aura Cacia,8.27,4.5,271,5-10,4.16900384968013,0.3309961503198702,"(100, 500]"
B089DQM7HG,n\a,79.99,5.0,7,50-100,4.189807311647001,0.8101926883529993,"(5, 10]"
B07G1WV2NY,Feel Foxy,21.99,4.0,10,20-50,4.172983541512052,-0.17298354151205242,"(5, 10]"
B08N17HDWY,Dapper Dan,41.99,4.1,36,20-50,4.178784841558586,-0.07878484155858612,"(20, 50]"
B07XDCCFF9,Camila,11.95,4.2,502,10-20,4.170071288888692,0.02992871111130846,"(500, 10000]"
B09YNZNLX3,Si Doux,8.99,4.0,73,5-10,4.169212696481805,-0.1692126964818046,"(50, 100]"
B087PJSWZX,VOGE,7.99,3.8,60,5-10,4.168922631479479,-0.3689226314794789,"(50, 100]"
B09XDK71WN,Oreola,119.99,4.0,222,100-200,4.201409911740068,-0.20140991174006828,"(100, 500]"
B08PDRLNDV,KISS,9.19,4.0,12,5-10,4.16927070948227,-0.1692707094822703,"(10, 20]"
B00KEDCYZ2,Anagram,14.97,4.0,18,10-20,4.170947285195719,-0.17094728519571856,"(10, 20]"
B07Q8YRNCB,I AM,35.99,4.6,3,20-50,4.177044451544626,0.42295554845537353,"(0, 5]"
B00YUYIOLY,Pulleez,6.92,4.0,18,5-10,4.168612261926989,-0.16861226192698897,"(10, 20]"
B07BHVL1LD,Jill Kirsh Color,20.0,3.1,2,10-20,4.172406312157422,-1.072406312157422,"(0, 5]"
B001G74D22,Nippes,12.99,4.4,61,10-20,4.170372956491112,0.22962704350888874,"(50, 100]"
B08W3PW2HF,Signature Club A,19.95,5.0,8,10-20,4.172391808907306,0.8276081910926942,"(5, 10]"
B0757V4V32,West Coast Shaving,19.12,4.3,9,10-20,4.172151054955375,0.12784894504462496,"(5, 10]"
B075F71KG2,Tom Ford,20.75,4.5,11,20-50,4.172623860909167,0.3273761390908332,"(10, 20]"
B00TBT7MM0,Masque,7.97,3.9,32,5-10,4.168916830179432,-0.26891683017943224,"(20, 50]"
B078PJDX3L,Brino,8.86,3.4,9,5-10,4.169174988031503,-0.7691749880315029,"(5, 10]"
B08NY6YFQ2,Emirde,5.99,2.8,50,5-10,4.168342501474825,-1.3683425014748254,"(20, 50]"
B0789759NC,Art of the Root,12.99,4.4,774,10-20,4.170372956491112,0.22962704350888874,"(500, 10000]"
B07CBJ9ZJZ,Sage,7.0,4.3,221,5-10,4.168635467127175,0.13136453287282457,"(100, 500]"
B0B917RX76,BACC Beauty and Care,13.95,4.0,33,10-20,4.170651418893345,-0.17065141889334523,"(20, 50]"
B000FQMTNK,Babu,15.87,4.6,208,10-20,4.1712083436978125,0.4287916563021872,"(100, 500]"
B00326GR9W,Moisture Discs,12.2,4.3,374,10-20,4.170143805139274,0.12985619486072597,"(100, 500]"
B00XYMG1HC,Bargz,9.99,3.7,13,5-10,4.169502761484131,-0.46950276148413117,"(10, 20]"
B00O4HH2DI,Cameo,10.48,2.0,1,10-20,4.169644893335271,-2.1696448933352714,"(0, 5]"
B07Y7T6FQN,WOOPOWER,8.99,4.3,40,5-10,4.169212696481805,0.13078730351819523,"(20, 50]"
B07F45D9MN,Purple Prairie,11.98,3.3,14,10-20,4.170079990838762,-0.8700799908387618,"(10, 20]"
B005GR3L2Q,Auto Scents,17.49,3.7,38,10-20,4.171678249001582,-0.47167824900158184,"(20, 50]"
B06Y4MP5V1,Canyon Rose,31.63,3.7,11,20-50,4.175779768134482,-0.47577976813448153,"(10, 20]"
B00Q7N23U4,Noriko,183.6,5.0,1,100-200,4.21986094653807,0.7801390534619301,"(0, 5]"
B072LCL823,REVLON,29.99,4.9,10,20-50,4.175304061530666,0.7246959384693348,"(5, 10]"
B07FVJBXHF,fengshuisale,12.98,1.0,1,10-20,4.170370055841088,-3.1703700558410883,"(0, 5]"
B07L45QMLH,BB,4.89,4.5,51,0-5,4.168023429972266,0.3319765700277344,"(50, 100]"
B008PGMS9C,Tom's of Maine,26.16,3.4,15,20-50,4.174193112571754,-0.7741931125717545,"(10, 20]"
B07DHVHHQC,DND,9.97,4.5,52,5-10,4.169496960184085,0.3305030398159152,"(50, 100]"
B09XZ8L3TL,Fashiontats,7.5,2.9,2,5-10,4.168780499628339,-1.2687804996283387,"(0, 5]"
B0887ZJP8W,DND DC,12.32,4.4,109,10-20,4.170178612939553,0.22982138706044708,"(100, 500]"
B082Y4K56C,Poliphili,5.99,3.6,18,5-10,4.168342501474825,-0.5683425014748251,"(10, 20]"
B07RLQ4LV5,Lurrose,15.99,3.3,2,10-20,4.171243151498092,-0.8712431514980921,"(0, 5]"
B000US5Q8I,Alexandra de Markoff,62.74,5.0,1,50-100,4.1848036903568655,0.8151963096431345,"(0, 5]"
B07THNHB6Q,Daisy DD,10.25,3.2,7,10-20,4.169578178384737,-0.9695781783847366,"(5, 10]"
B084FPGPHJ,imPRESS,8.99,4.4,24,5-10,4.169212696481805,0.23078730351819576,"(20, 50]"
B07Z3675KP,Nail Polish & Soak Off Gel Essie Nail Polish A319,9.61,5.0,2,5-10,4.169392536783247,0.8306074632167526,"(0, 5]"
B083THCBH2,Environ,109.0,4.6,11,100-200,4.198222097364498,0.4017779026355015,"(10, 20]"
B00BDB2RLA,Hay Where's That Inc.,26.99,4.7,229,20-50,4.174433866523685,0.5255661334763149,"(100, 500]"
B0825969HJ,Vïctoria's Sécret,47.93,4.9,14,20-50,4.180507827672407,0.7194921723275938,"(10, 20]"
979077530X,Versace,51.99,4.5,136,50-100,4.181685491581853,0.3183145084181467,"(100, 500]"
B07BP833XW,natura,48.97,3.9,15,20-50,4.1808094952748265,-0.28080949527482657,"(10, 20]"
B01AWU8X7Y,Made Beautiful,9.99,3.7,13,5-10,4.169502761484131,-0.46950276148413117,"(10, 20]"
B077YMT9F2,patanjali,11.01,4.7,13,10-20,4.169798627786505,0.5302013722134955,"(10, 20]"
B01BCT47WO,Bath & Body Works,14.95,4.5,135,10-20,4.170941483895672,0.329058516104328,"(100, 500]"
B01N8RW5IW,OGX,32.5,3.9,9,20-50,4.176032124686506,-0.27603212468650584,"(5, 10]"
B08H5RL69R,Dial,16.97,4.3,55,10-20,4.171527415200372,0.12847258479962775,"(50, 100]"
B09NNFC9WT,Segbeauty,9.99,4.7,434,5-10,4.169502761484131,0.5304972385158688,"(100, 500]"
B082H6QD4C,Flex Beauty,6.99,4.0,24,5-10,4.168632566477152,-0.16863256647715197,"(20, 50]"
B00GMP6A1A,Pro-line Racing,21.96,4.4,27,20-50,4.172974839561983,0.2270251604380178,"(20, 50]"
B00XM0UT7Y,Annie,11.99,4.3,7,10-20,4.170082891488785,0.12991710851121496,"(5, 10]"
B08NY6Y9W2,SIROGOGO,12.99,3.4,115,10-20,4.170372956491112,-0.7703729564911117,"(100, 500]"
B00G1WVKFK,Mirenesse,37.95,3.0,2,20-50,4.1776129789491865,-1.1776129789491865,"(0, 5]"
B0773VWSZY,Bargz,9.99,4.3,273,5-10,4.169502761484131,0.13049723851586847,"(100, 500]"
B01I9TNMUI,Isoplus,35.23,5.0,4,20-50,4.176824002142857,0.8231759978571427,"(0, 5]"
B08MBBJR9G,EDEN BodyWorks,30.54,4.3,32,20-50,4.175463597281945,0.12453640271805444,"(20, 50]"
B0B6ZPFFZN,TRESemmé,13.96,4.4,143,10-20,4.1706543195433685,0.22934568045663184,"(100, 500]"
B087CSTC9S,Benehair,9.49,3.4,9,5-10,4.169357728982968,-0.7693577289829681,"(5, 10]"
B096WZDBYM,ULAA,19.8,2.8,12,10-20,4.1723482991569565,-1.3723482991569567,"(10, 20]"
B00P9U2T8M,Studex,6.24,4.6,51,5-10,4.1684150177254065,0.4315849822745932,"(50, 100]"
B01N65MB1S,Palladio,4.99,3.4,32,0-5,4.1680524364724985,-0.7680524364724985,"(20, 50]"
B09QXCW4ZG,KICOSY,6.99,4.1,194,5-10,4.168632566477152,-0.06863256647715232,"(100, 500]"
B088B5R2HL,Daisy DND,9.98,4.7,28,5-10,4.169499860834108,0.5305001391658921,"(20, 50]"
B014LYBA9K,MASGLO,18.99,4.3,5,10-20,4.172113346505072,0.12788665349492767,"(0, 5]"
B00ALI4KQG,Nano Bio Energy Card,25.67,2.5,6,20-50,4.174050980720614,-1.6740509807206143,"(5, 10]"
B07KPQGCZW,Greenwich Bay,18.09,4.6,9,10-20,4.171852288002978,0.4281477119970214,"(5, 10]"
B08F3W12LQ,Somni,16.99,4.5,54,10-20,4.171533216500419,0.32846678349958136,"(50, 100]"
B07RZ8Z53R,Mented,15.96,4.3,49,10-20,4.171234449548022,0.1287655504519778,"(20, 50]"
B01EIPC2KS,Premium Duby,32.99,4.0,1,20-50,4.176174256537646,-0.17617425653764585,"(0, 5]"
B09B1LBFC2,Jamal,21.99,4.6,4,20-50,4.172983541512052,0.4270164584879472,"(0, 5]"
B017KQGW9E,King J,8.99,4.1,63,5-10,4.169212696481805,-0.06921269648180495,"(50, 100]"
B075FZHCKD,Dolce & Gabbana,135.0,5.0,1,100-200,4.205763787424992,0.794236212575008,"(0, 5]"
B0025V9120,Malizia,12.99,4.4,48,10-20,4.170372956491112,0.22962704350888874,"(20, 50]"
B07D4PFTM8,Pet Republique,10.99,4.2,563,10-20,4.169792826486458,0.030207173513542074,"(500, 10000]"
B000SQMBCG,Maybelline New York,19.99,5.0,1,10-20,4.172403411507399,0.8275965884926011,"(0, 5]"
B082H4WX2L,JAFRA,28.99,4.8,33,20-50,4.175013996528339,0.624986003471661,"(20, 50]"
B07W67VK1R,Estink,14.43,3.3,18,10-20,4.170790650094462,-0.8707906500944622,"(10, 20]"
B07B39GX1V,AICHUN BEAUTY,11.99,3.2,13,10-20,4.170082891488785,-0.9700828914887847,"(10, 20]"
B00K6YVPK4,Precision Skin RX,19.99,3.4,16,10-20,4.172403411507399,-0.772403411507399,"(10, 20]"
B0BB8JLJLS,MILANO COLLECTION,24.99,3.9,634,20-50,4.173853736519032,-0.2738537365190319,"(500, 10000]"
B08WPXGXWH,skyn ICELAND,40.0,4.0,20,20-50,4.1782076122039555,-0.17820761220395553,"(10, 20]"
B01GEUWC5U,Clubman,6.62,4.7,801,5-10,4.16852524242629,0.5314747575737098,"(500, 10000]"
B08ZT3R81J,Diptyque,15.69,3.1,10,10-20,4.171156131997394,-1.0711561319973941,"(5, 10]"
B08SZ7DRHY,Bath & Body Works,38.95,4.9,17,20-50,4.177903043951513,0.7220969560484871,"(10, 20]"
B009XHL0XM,Grisi,12.99,4.0,1,10-20,4.170372956491112,-0.17037295649111162,"(0, 5]"
B077C7TJR3,bareMinerals,31.99,4.2,9,20-50,4.175884191535319,0.024115808464681088,"(5, 10]"
B01IAE1D3K,Dry Idea,48.99,5.0,11,20-50,4.180815296574873,0.819184703425127,"(10, 20]"
B00SXWI1AI,Graftobian,12.96,1.8,2,10-20,4.170364254541042,-2.370364254541042,"(0, 5]"
B01J4LM0VM,essie,15.0,4.5,67,10-20,4.170955987145788,0.3290440128542116,"(50, 100]"
B01HL4EN3M,Dr.Nona International,20.95,4.3,32,20-50,4.1726818739096325,0.1273181260903673,"(20, 50]"
B000CEQZ9Y,Therabath,18.99,3.7,11,10-20,4.172113346505072,-0.472113346505072,"(10, 20]"
B06XG7QGS8,Wholistic Botanicals,6.0,3.9,15,5-10,4.1683454021248485,-0.2683454021248486,"(10, 20]"
B01LR80A6M,biotène,14.0,4.4,47,10-20,4.170665922143462,0.2293340778565387,"(20, 50]"
B07K8WXL9V,Style Factor,9.78,4.0,21,5-10,4.169441847833643,-0.16944184783364324,"(20, 50]"
B0837MYWSB,Kolinsky,40.0,4.0,59,20-50,4.1782076122039555,-0.17820761220395553,"(50, 100]"
B071YH6757,Tara,3.99,4.6,254,0-5,4.167762371470172,0.43223762852982794,"(100, 500]"
B01LMLJEWK,Pomada De La Vaca Mastiti,10.97,4.5,99,10-20,4.1697870251864115,0.33021297481358847,"(50, 100]"
B00OMORXKK,Caldrea,58.0,5.0,3,50-100,4.183428782245836,0.8165712177541637,"(0, 5]"
B09CHC299W,LastSwab,13.0,3.9,368,10-20,4.170375857141135,-0.270375857141135,"(100, 500]"
B07VWK5T4V,Fa,6.99,4.2,25,5-10,4.168632566477152,0.03136743352284821,"(20, 50]"
B087JY398G,OWN,8.75,5.0,3,5-10,4.169143080881247,0.8308569191187534,"(0, 5]"
B00NDOYLQY,VAGA,16.29,4.1,47,10-20,4.1713301709987896,-0.07133017099878991,"(20, 50]"
B0B2LFCR9D,TIGARI,9.99,3.1,140,5-10,4.169502761484131,-1.0695027614841313,"(100, 500]"
B07MFZNKY7,Marc Anthony,16.9,4.0,9,10-20,4.171507110650209,-0.17150711065020907,"(5, 10]"
B07L9H8SWW,Environ,49.9,5.0,2,20-50,4.18107925572699,0.8189207442730098,"(0, 5]"
B00C2S1RBE,Precision Medical,19.99,4.8,32,10-20,4.172403411507399,0.6275965884926009,"(20, 50]"
B01N5FTJ09,ANC,17.95,4.8,4,10-20,4.171811678902652,0.6281883210973476,"(0, 5]"
B0855FMYCM,natura,25.97,4.4,23,20-50,4.174138000221312,0.22586199977868837,"(20, 50]"
B08FZ47MWN,Magic Skin,5.99,3.7,33,5-10,4.168342501474825,-0.46834250147482503,"(20, 50]"
B00CHXYEDC,SaaQin,19.96,2.9,3,10-20,4.172394709557329,-1.2723947095573291,"(0, 5]"
B01J9PDZAS,FINGER LOVE,7.88,4.6,33,5-10,4.168890724329223,0.43110927567077706,"(20, 50]"
B07755K54M,Dermophil Indien,26.25,4.1,4,20-50,4.174219218421964,-0.07421921842196433,"(0, 5]"
B07DNHS6FW,SaaQin,13.99,4.6,342,10-20,4.170663021493438,0.4293369785065613,"(100, 500]"
B07VF3ZRTG,RiRe,15.9,3.6,5,10-20,4.171217045647882,-0.5712170456478822,"(0, 5]"
B008JHO4E4,WT WHITE TOWEL SERVICES,40.67,4.6,257,20-50,4.178401955755515,0.4215980442444849,"(100, 500]"
B09TKTSWGN,Lassie'el,7.49,5.0,1,5-10,4.168777598978315,0.8312224010216847,"(0, 5]"
B0BXNQZW5C,gruciso,9.99,4.5,471,5-10,4.169502761484131,0.33049723851586865,"(100, 500]"
B09WF92LF5,saihen,10.99,3.7,43,10-20,4.169792826486458,-0.4697928264864579,"(20, 50]"
B07MYPNS83,AVON,19.7,5.0,5,10-20,4.172319292656724,0.8276807073432764,"(0, 5]"
B008QUU7FO,Dr. Grandel,36.15,5.0,5,20-50,4.177090861944998,0.8229091380550022,"(0, 5]"
B00K6COQPC,VAGA,8.99,4.0,79,5-10,4.169212696481805,-0.1692126964818046,"(50, 100]"
B00IUXS3S0,Beauty Town,3.99,4.3,109,0-5,4.167762371470172,0.13223762852982812,"(100, 500]"
B07555TCR6,AVON,89.95,4.2,20,50-100,4.192696359070174,0.007303640929825939,"(10, 20]"
B00KI6X576,Qfitt,7.99,3.9,55,5-10,4.168922631479479,-0.2689226314794788,"(50, 100]"
B004C6ZOC2,L.A. COLORS,5.25,4.1,27,5-10,4.168127853373103,-0.06812785337310334,"(20, 50]"
B01IA9A0HU,Blistex,8.49,4.8,13,5-10,4.169067663980641,0.6309323360193586,"(10, 20]"
B07FLN8N5W,DGT Tattoo Supply,14.88,4.7,227,10-20,4.170921179345509,0.5290788206544912,"(100, 500]"
B00IFSJGL8,Young Living,73.99,4.7,146,50-100,4.18806692163304,0.51193307836696,"(100, 500]"
B088BFLMFT,Daisy DND,9.75,4.1,2,5-10,4.169433145883573,-0.06943314588357374,"(0, 5]"
B07VMD7BNH,BROADWAY NAILS,14.95,4.2,47,10-20,4.170941483895672,0.02905851610432819,"(20, 50]"
B00HGQOQL0,Pecksniff's,24.99,3.9,27,20-50,4.173853736519032,-0.2738537365190319,"(20, 50]"
B01ANJN7VG,D S LAB,13.95,4.0,12,10-20,4.170651418893345,-0.17065141889334523,"(10, 20]"
B079PTG1C6,Mary Kay,15.0,4.6,18,10-20,4.170955987145788,0.42904401285421123,"(10, 20]"
B00HQ3N4I4,China Glaze,14.4,4.4,3,10-20,4.170781948144392,0.22921805185560817,"(0, 5]"
B00K1GQKK2,Body-Soul-n-Spirit key chain,11.55,3.5,2,10-20,4.169955262887761,-0.6699552628877612,"(0, 5]"
B01GJQXRLC,AKOAK,7.8,4.5,138,5-10,4.168867519129036,0.3311324808709637,"(100, 500]"
B01H3YVMDE,Old Spice,8.99,3.7,6,5-10,4.169212696481805,-0.4692126964818044,"(5, 10]"
B08M4BYV4G,Wet n Wavy,20.78,4.3,10,20-50,4.172632562859237,0.12736743714076315,"(5, 10]"
B01KF8K17S,Bodermincer,8.0,4.2,91,5-10,4.168925532129501,0.031074467870499056,"(50, 100]"
B09Y422C3W,Textention,11.99,4.4,6,10-20,4.170082891488785,0.2299171085112155,"(5, 10]"
B00V7II1AK,YRMJK,65.0,4.5,3,50-100,4.1854592372621235,0.31454076273787646,"(0, 5]"
B00PMVKM28,AXE,38.51,4.8,33,20-50,4.17777541535049,0.6222245846495102,"(20, 50]"
B07XRJ9S8G,BESFOR,45.0,3.7,6,20-50,4.179657937215589,-0.47965793721558914,"(5, 10]"
B08MMYXYFJ,Cologne,24.64,4.0,606,20-50,4.173752213768218,-0.1737522137682177,"(500, 10000]"
B07PHGQDWX,Tarte,73.5,4.5,93,50-100,4.1879247897819,0.3120752102180999,"(50, 100]"
B017XW5CXW,OWAY,74.99,5.0,10,50-100,4.188356986635367,0.8116430133646331,"(5, 10]"
B01MY7ZHLJ,C CHARMZONE,190.0,4.8,3,100-200,4.221717362552961,0.5782826374470389,"(0, 5]"
B088GNYLLD,Daisy DND,13.6,2.9,2,10-20,4.170549896142531,-1.2705498961425312,"(0, 5]"
B01I9TK7EC,Hollywood Beauty,23.4,4.0,5,20-50,4.173392533165333,-0.17339253316533298,"(0, 5]"
B01K2H8W6O,Leocrema,15.1,4.3,13,10-20,4.170984993646021,0.12901500635397856,"(10, 20]"
B07NPTQK2H,Liese,13.99,4.1,106,10-20,4.170663021493438,-0.07066302149343873,"(100, 500]"
B00MGLAT8E,VAGA,3.99,3.8,9,0-5,4.167762371470172,-0.3677623714701719,"(5, 10]"
B01N2ZJARI,Victoria's Secret,34.49,4.7,109,20-50,4.176609354041136,0.5233906459588642,"(100, 500]"
B07T93TKQM,KISS LIPGLOSS,5.99,4.6,563,5-10,4.168342501474825,0.43165749852517443,"(500, 10000]"
B017MNT1AM,Jerome Russell,39.99,3.7,8,20-50,4.178204711553933,-0.47820471155393296,"(5, 10]"
B01BK1L3P8,instant lifts,19.95,2.8,88,10-20,4.172391808907306,-1.372391808907306,"(50, 100]"
B01MUVKUQM,Pre de Provence,91.99,5.0,10,50-100,4.193288091674921,0.8067119083250791,"(5, 10]"
B08G6NFGNM,Jeffree Star,10.0,4.7,8,5-10,4.169505662134155,0.5304943378658455,"(5, 10]"
B075XG7Q1S,Nugenesis,21.99,4.4,15,20-50,4.172983541512052,0.22701645848794794,"(10, 20]"
B095XCL9GH,BEAUTY CAT,11.99,5.0,5,10-20,4.170082891488785,0.8299171085112151,"(0, 5]"
B018ZLUTTW,Skin Fitness,29.99,4.4,27,20-50,4.175304061530666,0.22469593846933478,"(20, 50]"
B07MJLYK53,Betty Dain,39.95,4.5,195,20-50,4.17819310895384,0.32180689104616,"(100, 500]"
B096DM63T9,Danielle Laroche,12.45,5.0,8,10-20,4.170216321389855,0.8297836786101449,"(5, 10]"
B07XYJ24QK,LUNES,13.17,4.3,25,10-20,4.170425168191531,0.12957483180846907,"(20, 50]"
B09NY4GKTR,Yheakne,8.5,4.7,6,5-10,4.1690705646306645,0.5309294353693357,"(5, 10]"
B07DWSKTD8,MANION,9.99,4.5,11,5-10,4.169502761484131,0.33049723851586865,"(10, 20]"
B01IDLCVO0,Rubie's,21.99,5.0,3,20-50,4.172983541512052,0.8270164584879476,"(0, 5]"
B01MA1F1PS,Que by MilkyWay,18.97,5.0,3,10-20,4.172107545205026,0.8278924547949744,"(0, 5]"
B0B29HNY8F,Parcelona,14.5,4.2,120,10-20,4.170810954644625,0.029189045355375143,"(100, 500]"
B00E5EX8HY,naissance,7.49,4.4,4121,5-10,4.168777598978315,0.231222401021685,"(500, 10000]"
B097R3LJG3,Zury Sis,49.99,1.0,1,20-50,4.1811053615772,-3.1811053615772,"(0, 5]"
B001AQRSAS,Pitotubes,19.99,3.8,21,10-20,4.172403411507399,-0.3724034115073991,"(20, 50]"
B09WB3WK57,"xo, Fetti",6.99,4.6,114,5-10,4.168632566477152,0.4313674335228477,"(100, 500]"
B004QJO4ZS,Estee Lauder,99.99,4.1,4,50-100,4.195608611693535,-0.0956086116935353,"(0, 5]"
B077WCVYQ8,Rene of Paris,42.99,4.0,2,20-50,4.1790749065609125,-0.17907490656091252,"(0, 5]"
B07J6N9DGX,Brrnoo,7.91,3.5,62,5-10,4.168899426279292,-0.6688994262792924,"(50, 100]"
B0BR5HN8C2,D.seahorse,70.98,3.1,19,50-100,4.1871938259760375,-1.0871938259760374,"(10, 20]"
B00O2BBC3W,Pulleez,10.39,4.5,34,10-20,4.169618787485063,0.33038121251493724,"(20, 50]"
B008FSE2I0,Sure,16.49,4.6,59,10-20,4.171388183999255,0.4286118160007444,"(50, 100]"
B08SLFYG6K,Plum Beauty,11.38,4.5,245,10-20,4.169905951837366,0.33009404816263377,"(100, 500]"
B014S5VT6Q,Laura Mercier,25.0,4.5,48,20-50,4.173856637169055,0.3261433628309449,"(20, 50]"
B09DHMW2ZR,Strands of Faith,30.0,4.3,9,20-50,4.175306962180689,0.12469303781931096,"(5, 10]"
B09VTMNJRD,Victoria's Secret,29.95,4.3,3,20-50,4.175292458930572,0.12470754106942739,"(0, 5]"
B01GUELBMU,Kryolan,44.0,5.0,1,20-50,4.179367872213263,0.8206321277867374,"(0, 5]"
B0817B6ZHX,China Glaze,5.3,4.6,15,5-10,4.168142356623219,0.43185764337678023,"(10, 20]"
B01NCLPVS4,Sparkle & Co.,26.99,4.8,8,20-50,4.174433866523685,0.6255661334763145,"(5, 10]"
B07CKDYS1B,TEATRICAL,16.6,4.4,717,10-20,4.171420091149511,0.22857990885048896,"(500, 10000]"
B0159TSREM,BPLeathercraft,20.97,4.8,18,20-50,4.172687675209679,0.6273123247903207,"(10, 20]"
B07DHWJS9G,DND,9.96,4.6,17,5-10,4.1694940595340615,0.43050594046593815,"(10, 20]"
B08HVBNMJ2,imPRESS,14.99,4.2,44,10-20,4.170953086495765,0.02904691350423505,"(20, 50]"
B078T2ZLVS,Ellis Brooklyn,7.45,3.5,30,5-10,4.168765996378222,-0.6687659963782222,"(20, 50]"
B08M6BSR5Z,Beard Octane,24.99,4.8,10,20-50,4.173853736519032,0.626146263480968,"(5, 10]"
B07BJLNQVH,Friend,5.8,4.1,17,5-10,4.168287389124383,-0.06828738912438315,"(10, 20]"
B06XR7C5NZ,Ochine,3.99,5.0,6,0-5,4.167762371470172,0.8322376285298283,"(5, 10]"
B08N59FCXP,CURLSMITH,68.0,4.4,186,50-100,4.186329432269104,0.21367056773089654,"(100, 500]"
B001VGG5UG,Murray's,7.79,4.1,11,5-10,4.168864618479013,-0.06886461847901337,"(10, 20]"
B07D5LZ25W,Barber Shop Aid,43.99,5.0,11,20-50,4.179364971563239,0.8206350284367607,"(10, 20]"
B0941YDPSW,Garnier,7.97,4.3,1123,5-10,4.168916830179432,0.13108316982056767,"(500, 10000]"
B07YHSXJP5,Poliphili,7.99,3.4,116,5-10,4.168922631479479,-0.7689226314794788,"(100, 500]"
B07TQ2JZ43,Pink Victoria Secret,69.98,4.2,32,50-100,4.186903760973711,0.013096239026289425,"(20, 50]"
B01H32GXD0,Trousse Perfecta,10.99,3.0,1,10-20,4.169792826486458,-1.169792826486458,"(0, 5]"
B09TT8ZVPN,Tom Ford,273.38,4.5,527,200-500,4.245902982446961,0.2540970175530388,"(500, 10000]"
B0BKSYYCXS,Kistreao,8.99,4.2,12,5-10,4.169212696481805,0.030787303518195586,"(10, 20]"
B09JS12J9L,Zen Beard,11.98,4.0,35,10-20,4.170079990838762,-0.17007999083876157,"(20, 50]"
B0936DGZG5,Dream Diana,59.9,3.7,95,50-100,4.183979905750257,-0.48397990575025673,"(50, 100]"
B01M5JN6A3,Bag Balm,14.3,2.5,2,10-20,4.170752941644159,-1.6707529416441593,"(0, 5]"
